timestamp_sec,timestamp_nsec,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w
1774371192,54186821,-0.07417448188700893,0.015406137559980252,-0.006849779096154825,-0.4495879816678133,0.4433577035804291,-0.5466578085522839,0.5499725754658727
1774371192,120868921,-0.08053769628669001,0.016384461215407774,-0.007131476936391696,-0.4462702649817576,0.44679402429934795,-0.5443679682246727,0.5521607244403095
1774371192,187550783,-0.08602621987993007,0.01752852247312115,-0.007090915044109144,-0.44247626354639796,0.4513335782743145,-0.5416878730303555,0.5541543156305572
1774371192,254232883,-0.09109921584220056,0.01978936982714319,-0.006087542640330567,-0.4401896399779128,0.4526259798606068,-0.5412214287909037,0.5553757000705682
1774371192,320914745,-0.09566725490034438,0.02295799478870605,-0.0037647492093169353,-0.4379383815772775,0.45387078448846996,-0.5405916532655447,0.5567512454848405
1774371192,387595654,-0.09933327603417473,0.0273386005514235,-0.00013891649041706194,-0.4368791385382896,0.4527954670577046,-0.5413965164802886,0.5576761562636919
1774371192,454277515,-0.10158828475944984,0.03231964130786889,0.005089207792177879,-0.43439520803223874,0.4522168337744497,-0.5420821715300813,0.5594172483923529
1774371192,520959139,-0.10201653001312,0.03695612743884694,0.012136004097092647,-0.4275152662591585,0.4534588236361753,-0.5417830205409635,0.5639831123671762
1774371192,587639332,-0.10025208435166652,0.04202155299971958,0.02034983977851152,-0.4204285684885443,0.45343222727605476,-0.5444388723941983,0.566767455216232
1774371192,654319525,-0.09587999623780981,0.047734659809620716,0.029298351146691118,-0.4139173738769713,0.45400587721592045,-0.5471432074991585,0.5684939591092653
1774371192,729869843,-0.0894807891650591,0.021360645155689882,0.0616786740469619,-0.4089210134737691,0.4553297970034851,-0.5499888031463361,0.5683051091746506
1774371192,801253796,-0.07743303088544146,0.03138529894243311,0.07596907234047386,-0.40340942323880513,0.4563115235598696,-0.5552235210408119,0.5663633748678037
1774371192,867932796,-0.06417694477300866,0.03699279081738812,0.08752537886490713,-0.3918148743752148,0.46254766240004214,-0.5575419204919279,0.567166440404194
1774371192,934612751,-0.048360039483938244,0.04138974614539634,0.09720186887369414,-0.38000557660445233,0.4697502656360153,-0.5586513396380903,0.5681893437974511
1774371193,3809214,-0.02877320676348124,0.055273908275656855,0.10211062155147525,-0.36317460088356457,0.4798331530563853,-0.5578726315241521,0.5715264486420105
1774371193,68425417,-0.009567127713538041,0.05815004628518812,0.11377818201860343,-0.3406454881071001,0.49238355627216035,-0.5570953261319707,0.5754684027355188
1774371193,135105133,0.009721262219587183,0.05922182772092069,0.11827405696820434,-0.3253024403930427,0.503933281505149,-0.5578692224907209,0.573595241144295
